freq (Hz),Loop Gain Phase (deg),Loop Gain dB20 (dB)
1.259E3,93.08,55.90
1.308E3,92.74,55.57
1.359E3,92.41,55.24
1.413E3,92.08,54.90
1.468E3,91.75,54.57
1.525E3,91.42,54.24
1.585E3,91.10,53.90
1.647E3,90.77,53.57
1.711E3,90.45,53.23
1.778E3,90.13,52.89
1.848E3,89.81,52.56
1.920E3,89.49,52.22
1.995E3,89.18,51.88
2.073E3,88.86,51.54
2.154E3,88.54,51.20
2.239E3,88.21,50.87
2.326E3,87.89,50.53
2.417E3,87.56,50.18
2.512E3,87.24,49.84
2.610E3,86.91,49.50
2.712E3,86.57,49.16
2.818E3,86.24,48.81
2.929E3,85.90,48.47
3.043E3,85.55,48.12
3.162E3,85.20,47.77
3.286E3,84.85,47.43
3.415E3,84.49,47.08
3.548E3,84.13,46.73
3.687E3,83.76,46.38
3.831E3,83.39,46.02
3.981E3,83.02,45.67
4.137E3,82.63,45.31
4.299E3,82.25,44.95
4.467E3,81.85,44.59
4.642E3,81.46,44.23
4.823E3,81.05,43.87
5.012E3,80.65,43.50
5.208E3,80.24,43.13
5.412E3,79.82,42.76
5.623E3,79.40,42.39
5.843E3,78.98,42.02
6.072E3,78.55,41.64
6.310E3,78.12,41.26
6.556E3,77.70,40.88
6.813E3,77.26,40.49
7.079E3,76.83,40.10
7.356E3,76.40,39.71
7.644E3,75.98,39.32
7.943E3,75.55,38.92
8.254E3,75.13,38.52
8.577E3,74.72,38.11
8.913E3,74.31,37.70
9.261E3,73.91,37.29
9.624E3,73.52,36.88
10.00E3,73.14,36.46
10.39E3,72.77,36.04
10.80E3,72.42,35.62
11.22E3,72.08,35.19
11.66E3,71.76,34.76
12.12E3,71.46,34.32
12.59E3,71.17,33.89
13.08E3,70.91,33.45
13.59E3,70.67,33.01
14.13E3,70.46,32.56
14.68E3,70.27,32.12
15.25E3,70.10,31.67
15.85E3,69.96,31.22
16.47E3,69.85,30.78
17.11E3,69.77,30.33
17.78E3,69.71,29.87
18.48E3,69.68,29.42
19.20E3,69.69,28.97
19.95E3,69.72,28.52
20.73E3,69.77,28.07
21.54E3,69.86,27.62
22.39E3,69.97,27.18
23.26E3,70.11,26.73
24.17E3,70.27,26.29
25.12E3,70.46,25.84
26.10E3,70.67,25.40
27.12E3,70.90,24.97
28.18E3,71.15,24.53
29.29E3,71.42,24.10
30.43E3,71.70,23.67
31.62E3,72.00,23.24
32.86E3,72.32,22.82
34.15E3,72.65,22.40
35.48E3,72.99,21.98
36.87E3,73.34,21.57
38.31E3,73.70,21.16
39.81E3,74.06,20.75
41.37E3,74.43,20.35
42.99E3,74.80,19.95
44.67E3,75.17,19.55
46.42E3,75.55,19.16
48.23E3,75.92,18.77
50.12E3,76.30,18.38
52.08E3,76.67,17.99
54.12E3,77.04,17.61
56.23E3,77.41,17.23
58.43E3,77.77,16.86
60.72E3,78.13,16.48
63.10E3,78.48,16.11
65.56E3,78.82,15.74
68.13E3,79.16,15.37
70.79E3,79.49,15.01
73.56E3,79.81,14.65
76.44E3,80.13,14.29
79.43E3,80.44,13.93
82.54E3,80.74,13.57
85.77E3,81.03,13.21
89.13E3,81.32,12.86
92.61E3,81.59,12.50
96.24E3,81.86,12.15
100.0E3,82.12,11.80
103.9E3,82.37,11.45
108.0E3,82.61,11.10
112.2E3,82.84,10.76
116.6E3,83.07,10.41
121.2E3,83.29,10.07
125.9E3,83.50,9.721
130.8E3,83.70,9.377
135.9E3,83.89,9.034
141.3E3,84.08,8.692
146.8E3,84.26,8.350
152.5E3,84.43,8.009
158.5E3,84.60,7.669
164.7E3,84.75,7.328
171.1E3,84.90,6.989
177.8E3,85.05,6.650
184.8E3,85.18,6.311
192.0E3,85.31,5.973
199.5E3,85.44,5.635
207.3E3,85.56,5.297
215.4E3,85.67,4.960
223.9E3,85.77,4.623
232.6E3,85.87,4.286
241.7E3,85.97,3.949
251.2E3,86.06,3.613
261.0E3,86.14,3.277
271.2E3,86.22,2.941
281.8E3,86.29,2.605
292.9E3,86.35,2.270
304.3E3,86.42,1.934
316.2E3,86.47,1.599
328.6E3,86.52,1.264
341.5E3,86.57,928.9E-3
354.8E3,86.61,594.0E-3
368.7E3,86.65,259.2E-3
383.1E3,86.68,-75.45E-3
398.1E3,86.71,-410.1E-3
413.7E3,86.73,-744.6E-3
429.9E3,86.74,-1.079
446.7E3,86.76,-1.413
464.2E3,86.76,-1.748
482.3E3,86.77,-2.082
501.2E3,86.77,-2.416
520.8E3,86.76,-2.751
541.2E3,86.75,-3.085
562.3E3,86.73,-3.419
584.3E3,86.71,-3.753
607.2E3,86.68,-4.087
631.0E3,86.65,-4.421
655.6E3,86.62,-4.755
681.3E3,86.58,-5.089
707.9E3,86.53,-5.423
735.6E3,86.48,-5.757
764.4E3,86.43,-6.091
794.3E3,86.37,-6.425
825.4E3,86.30,-6.759
857.7E3,86.23,-7.093
891.3E3,86.15,-7.427
926.1E3,86.07,-7.762
962.4E3,85.98,-8.096
1.000E6,85.88,-8.430
1.039E6,85.78,-8.764
1.080E6,85.68,-9.098
1.122E6,85.56,-9.432
1.166E6,85.44,-9.767
1.212E6,85.32,-10.10
1.259E6,85.19,-10.44
1.308E6,85.05,-10.77
1.359E6,84.90,-11.10
1.413E6,84.74,-11.44
1.468E6,84.58,-11.77
1.525E6,84.41,-12.11
1.585E6,84.23,-12.44
1.647E6,84.04,-12.78
1.711E6,83.85,-13.11
1.778E6,83.64,-13.45
1.848E6,83.43,-13.79
1.920E6,83.21,-14.12
1.995E6,82.97,-14.46
2.073E6,82.73,-14.79
2.154E6,82.48,-15.13
2.239E6,82.21,-15.47
2.326E6,81.94,-15.80
2.417E6,81.65,-16.14
2.512E6,81.35,-16.48
2.610E6,81.04,-16.81
2.712E6,80.71,-17.15
2.818E6,80.37,-17.49
2.929E6,80.02,-17.83
3.043E6,79.65,-18.17
3.162E6,79.27,-18.51
3.286E6,78.87,-18.85
3.415E6,78.46,-19.19
3.548E6,78.03,-19.53
3.687E6,77.59,-19.87
3.831E6,77.12,-20.21
3.981E6,76.64,-20.55
4.137E6,76.14,-20.90
4.299E6,75.62,-21.24
4.467E6,75.08,-21.59
4.642E6,74.52,-21.93
4.823E6,73.94,-22.28
5.012E6,73.34,-22.63
5.208E6,72.71,-22.98
5.412E6,72.06,-23.33
5.623E6,71.39,-23.68
5.843E6,70.69,-24.03
6.072E6,69.97,-24.39
6.310E6,69.22,-24.74
6.556E6,68.44,-25.10
6.813E6,67.64,-25.46
7.079E6,66.81,-25.82
7.356E6,65.94,-26.18
7.644E6,65.05,-26.55
7.943E6,64.13,-26.92
8.254E6,63.18,-27.29
8.577E6,62.19,-27.66
8.913E6,61.17,-28.04
9.261E6,60.12,-28.42
9.624E6,59.04,-28.80
10.00E6,57.92,-29.19
10.39E6,56.77,-29.58
10.80E6,55.58,-29.97
11.22E6,54.35,-30.37
11.66E6,53.09,-30.77
12.12E6,51.80,-31.18
12.59E6,50.47,-31.59
13.08E6,49.10,-32.00
13.59E6,47.69,-32.42
14.13E6,46.25,-32.85
14.68E6,44.77,-33.28
15.25E6,43.26,-33.72
15.85E6,41.71,-34.17
16.47E6,40.13,-34.62
17.11E6,38.51,-35.07
17.78E6,36.85,-35.54
18.48E6,35.16,-36.01
19.20E6,33.44,-36.49
19.95E6,31.68,-36.97
20.73E6,29.90,-37.46
21.54E6,28.08,-37.97
22.39E6,26.23,-38.47
23.26E6,24.34,-38.99
24.17E6,22.43,-39.51
25.12E6,20.49,-40.05
26.10E6,18.52,-40.59
27.12E6,16.53,-41.14
28.18E6,14.50,-41.70
29.29E6,12.45,-42.26
30.43E6,10.37,-42.84
31.62E6,8.257,-43.43
32.86E6,6.121,-44.02
34.15E6,3.957,-44.62
35.48E6,1.767,-45.24
36.87E6,-451.1E-3,-45.86
38.31E6,-2.696,-46.49
39.81E6,-4.969,-47.13
41.37E6,-7.268,-47.79
42.99E6,-9.594,-48.45
44.67E6,-11.95,-49.13
46.42E6,-14.32,-49.82
48.23E6,-16.72,-50.52
50.12E6,-19.15,-51.23
52.08E6,-21.59,-51.95
54.12E6,-24.06,-52.69
56.23E6,-26.54,-53.44
58.43E6,-29.03,-54.21
60.72E6,-31.53,-54.99
63.10E6,-34.04,-55.79
65.56E6,-36.55,-56.60
68.13E6,-39.05,-57.43
70.79E6,-41.54,-58.27
73.56E6,-44.02,-59.13
76.44E6,-46.47,-60.00
79.43E6,-48.90,-60.90
82.54E6,-51.29,-61.80
85.77E6,-53.63,-62.72
89.13E6,-55.94,-63.66
92.61E6,-58.18,-64.61
96.24E6,-60.37,-65.57
100.0E6,-62.50,-66.55
103.9E6,-64.56,-67.54
108.0E6,-66.55,-68.53
112.2E6,-68.47,-69.54
116.6E6,-70.30,-70.56
121.2E6,-72.06,-71.58
125.9E6,-73.74,-72.61
130.8E6,-75.35,-73.65
135.9E6,-76.87,-74.69
141.3E6,-78.31,-75.73
146.8E6,-79.68,-76.77
152.5E6,-80.98,-77.82
158.5E6,-82.21,-78.86
164.7E6,-83.37,-79.91
171.1E6,-84.47,-80.95
177.8E6,-85.52,-81.99
184.8E6,-86.52,-83.02
192.0E6,-87.48,-84.05
199.5E6,-88.40,-85.08
207.3E6,-89.29,-86.10
215.4E6,-90.16,-87.11
223.9E6,-91.01,-88.12
232.6E6,-91.85,-89.12
241.7E6,-92.69,-90.12
251.2E6,-93.54,-91.11
261.0E6,-94.39,-92.09
271.2E6,-95.26,-93.07
281.8E6,-96.14,-94.05
292.9E6,-97.05,-95.02
304.3E6,-97.98,-95.99
316.2E6,-98.95,-96.95
328.6E6,-99.94,-97.91
341.5E6,-101.0,-98.86
354.8E6,-102.0,-99.82
368.7E6,-103.1,-100.8
383.1E6,-104.3,-101.7
398.1E6,-105.5,-102.7
413.7E6,-106.7,-103.6
429.9E6,-108.0,-104.6
446.7E6,-109.3,-105.5
464.2E6,-110.6,-106.5
482.3E6,-112.0,-107.4
501.2E6,-113.4,-108.3
520.8E6,-114.9,-109.3
541.2E6,-116.4,-110.2
562.3E6,-118.0,-111.2
584.3E6,-119.6,-112.1
607.2E6,-121.2,-113.1
631.0E6,-122.9,-114.0
655.6E6,-124.6,-115.0
681.3E6,-126.4,-115.9
707.9E6,-128.2,-116.9
735.6E6,-130.1,-117.8
764.4E6,-132.0,-118.8
794.3E6,-134.0,-119.7
825.4E6,-136.0,-120.7
857.7E6,-138.1,-121.7
891.3E6,-140.2,-122.6
926.1E6,-142.4,-123.6
962.4E6,-144.7,-124.6
1.000E9,-147.1,-125.6
