freq (Hz),Loop Gain Phase (deg),Loop Gain dB20 (dB)
1.995E3,88.62,50.68
2.073E3,88.30,50.34
2.154E3,87.97,50.00
2.239E3,87.65,49.66
2.326E3,87.32,49.32
2.417E3,86.99,48.98
2.512E3,86.66,48.64
2.610E3,86.32,48.30
2.712E3,85.98,47.95
2.818E3,85.64,47.61
2.929E3,85.29,47.26
3.043E3,84.94,46.91
3.162E3,84.58,46.56
3.286E3,84.22,46.21
3.415E3,83.85,45.86
3.548E3,83.48,45.51
3.687E3,83.10,45.16
3.831E3,82.72,44.80
3.981E3,82.33,44.45
4.137E3,81.93,44.09
4.299E3,81.53,43.73
4.467E3,81.13,43.37
4.642E3,80.72,43.00
4.823E3,80.30,42.64
5.012E3,79.88,42.27
5.208E3,79.45,41.90
5.412E3,79.02,41.52
5.623E3,78.59,41.15
5.843E3,78.15,40.77
6.072E3,77.71,40.39
6.310E3,77.27,40.01
6.556E3,76.82,39.62
6.813E3,76.38,39.23
7.079E3,75.94,38.84
7.356E3,75.49,38.44
7.644E3,75.05,38.04
7.943E3,74.62,37.64
8.254E3,74.19,37.23
8.577E3,73.76,36.82
8.913E3,73.34,36.41
9.261E3,72.93,35.99
9.624E3,72.54,35.58
10.00E3,72.15,35.15
10.39E3,71.78,34.73
10.80E3,71.42,34.30
11.22E3,71.08,33.86
11.66E3,70.76,33.43
12.12E3,70.46,32.99
12.59E3,70.17,32.55
13.08E3,69.92,32.10
13.59E3,69.68,31.65
14.13E3,69.47,31.21
14.68E3,69.29,30.76
15.25E3,69.13,30.30
15.85E3,69.00,29.85
16.47E3,68.90,29.40
17.11E3,68.83,28.94
17.78E3,68.79,28.48
18.48E3,68.77,28.03
19.20E3,68.79,27.57
19.95E3,68.83,27.12
20.73E3,68.91,26.66
21.54E3,69.01,26.21
22.39E3,69.14,25.76
23.26E3,69.30,25.31
24.17E3,69.48,24.86
25.12E3,69.68,24.41
26.10E3,69.91,23.97
27.12E3,70.16,23.53
28.18E3,70.43,23.09
29.29E3,70.72,22.66
30.43E3,71.03,22.22
31.62E3,71.35,21.79
32.86E3,71.69,21.37
34.15E3,72.04,20.95
35.48E3,72.40,20.53
36.87E3,72.77,20.11
38.31E3,73.14,19.70
39.81E3,73.52,19.29
41.37E3,73.91,18.89
42.99E3,74.30,18.48
44.67E3,74.70,18.08
46.42E3,75.09,17.69
48.23E3,75.48,17.30
50.12E3,75.87,16.91
52.08E3,76.26,16.52
54.12E3,76.65,16.14
56.23E3,77.03,15.76
58.43E3,77.41,15.38
60.72E3,77.78,15.01
63.10E3,78.15,14.63
65.56E3,78.51,14.26
68.13E3,78.86,13.90
70.79E3,79.21,13.53
73.56E3,79.55,13.17
76.44E3,79.88,12.81
79.43E3,80.20,12.45
82.54E3,80.51,12.09
85.77E3,80.82,11.73
89.13E3,81.11,11.38
92.61E3,81.40,11.02
96.24E3,81.68,10.67
100.0E3,81.95,10.32
103.9E3,82.21,9.970
108.0E3,82.47,9.621
112.2E3,82.71,9.273
116.6E3,82.95,8.927
121.2E3,83.18,8.581
125.9E3,83.40,8.236
130.8E3,83.61,7.892
135.9E3,83.82,7.549
141.3E3,84.02,7.207
146.8E3,84.21,6.865
152.5E3,84.39,6.524
158.5E3,84.56,6.183
164.7E3,84.73,5.843
171.1E3,84.89,5.503
177.8E3,85.05,5.164
184.8E3,85.19,4.825
192.0E3,85.34,4.486
199.5E3,85.47,4.148
207.3E3,85.60,3.811
215.4E3,85.72,3.473
223.9E3,85.84,3.136
232.6E3,85.95,2.799
241.7E3,86.05,2.463
251.2E3,86.15,2.126
261.0E3,86.25,1.790
271.2E3,86.34,1.454
281.8E3,86.42,1.119
292.9E3,86.50,783.1E-3
304.3E3,86.57,447.7E-3
316.2E3,86.64,112.4E-3
328.6E3,86.70,-222.7E-3
341.5E3,86.76,-557.7E-3
354.8E3,86.82,-892.5E-3
368.7E3,86.87,-1.227
383.1E3,86.91,-1.562
398.1E3,86.95,-1.897
413.7E3,86.99,-2.231
429.9E3,87.02,-2.565
446.7E3,87.05,-2.900
464.2E3,87.07,-3.234
482.3E3,87.09,-3.568
501.2E3,87.10,-3.902
520.8E3,87.11,-4.237
541.2E3,87.12,-4.571
562.3E3,87.12,-4.905
584.3E3,87.12,-5.239
607.2E3,87.11,-5.573
631.0E3,87.10,-5.906
655.6E3,87.09,-6.240
681.3E3,87.07,-6.574
707.9E3,87.05,-6.908
735.6E3,87.02,-7.242
764.4E3,86.99,-7.576
794.3E3,86.95,-7.909
825.4E3,86.91,-8.243
857.7E3,86.86,-8.577
891.3E3,86.81,-8.911
926.1E3,86.76,-9.244
962.4E3,86.70,-9.578
1.000E6,86.63,-9.912
1.039E6,86.56,-10.25
1.080E6,86.49,-10.58
1.122E6,86.41,-10.91
1.166E6,86.32,-11.25
1.212E6,86.23,-11.58
1.259E6,86.14,-11.91
1.308E6,86.03,-12.25
1.359E6,85.93,-12.58
1.413E6,85.81,-12.92
1.468E6,85.69,-13.25
1.525E6,85.57,-13.58
1.585E6,85.43,-13.92
1.647E6,85.30,-14.25
1.711E6,85.15,-14.59
1.778E6,85.00,-14.92
1.848E6,84.83,-15.26
1.920E6,84.67,-15.59
1.995E6,84.49,-15.92
2.073E6,84.31,-16.26
2.154E6,84.11,-16.59
2.239E6,83.91,-16.93
2.326E6,83.70,-17.26
2.417E6,83.48,-17.60
2.512E6,83.25,-17.93
2.610E6,83.01,-18.27
2.712E6,82.76,-18.60
2.818E6,82.50,-18.94
2.929E6,82.23,-19.27
3.043E6,81.95,-19.61
3.162E6,81.66,-19.94
3.286E6,81.35,-20.28
3.415E6,81.03,-20.62
3.548E6,80.70,-20.95
3.687E6,80.35,-21.29
3.831E6,79.99,-21.63
3.981E6,79.62,-21.96
4.137E6,79.23,-22.30
4.299E6,78.82,-22.64
4.467E6,78.40,-22.98
4.642E6,77.96,-23.32
4.823E6,77.50,-23.66
5.012E6,77.02,-23.99
5.208E6,76.53,-24.34
5.412E6,76.02,-24.68
5.623E6,75.48,-25.02
5.843E6,74.93,-25.36
6.072E6,74.35,-25.70
6.310E6,73.75,-26.05
6.556E6,73.12,-26.39
6.813E6,72.48,-26.73
7.079E6,71.80,-27.08
7.356E6,71.10,-27.43
7.644E6,70.38,-27.78
7.943E6,69.62,-28.13
8.254E6,68.84,-28.48
8.577E6,68.03,-28.83
8.913E6,67.18,-29.18
9.261E6,66.31,-29.54
9.624E6,65.40,-29.90
10.00E6,64.45,-30.26
10.39E6,63.48,-30.62
10.80E6,62.46,-30.98
11.22E6,61.41,-31.35
11.66E6,60.32,-31.72
12.12E6,59.20,-32.09
12.59E6,58.03,-32.47
13.08E6,56.82,-32.84
13.59E6,55.57,-33.23
14.13E6,54.28,-33.61
14.68E6,52.95,-34.00
15.25E6,51.58,-34.40
15.85E6,50.16,-34.80
16.47E6,48.69,-35.20
17.11E6,47.18,-35.61
17.78E6,45.63,-36.03
18.48E6,44.03,-36.45
19.20E6,42.39,-36.88
19.95E6,40.70,-37.31
20.73E6,38.97,-37.75
21.54E6,37.19,-38.20
22.39E6,35.37,-38.66
23.26E6,33.50,-39.12
24.17E6,31.60,-39.59
25.12E6,29.65,-40.07
26.10E6,27.65,-40.56
27.12E6,25.62,-41.05
28.18E6,23.54,-41.56
29.29E6,21.43,-42.07
30.43E6,19.28,-42.60
31.62E6,17.08,-43.13
32.86E6,14.85,-43.68
34.15E6,12.58,-44.23
35.48E6,10.28,-44.80
36.87E6,7.933,-45.37
38.31E6,5.555,-45.96
39.81E6,3.141,-46.56
41.37E6,692.4E-3,-47.17
42.99E6,-1.790,-47.80
44.67E6,-4.304,-48.43
46.42E6,-6.850,-49.08
48.23E6,-9.426,-49.74
50.12E6,-12.03,-50.42
52.08E6,-14.66,-51.11
54.12E6,-17.31,-51.81
56.23E6,-19.98,-52.53
58.43E6,-22.67,-53.27
60.72E6,-25.37,-54.02
63.10E6,-28.08,-54.79
65.56E6,-30.79,-55.58
68.13E6,-33.49,-56.38
70.79E6,-36.19,-57.20
73.56E6,-38.87,-58.04
76.44E6,-41.53,-58.90
79.43E6,-44.16,-59.77
82.54E6,-46.75,-60.66
85.77E6,-49.30,-61.56
89.13E6,-51.80,-62.49
92.61E6,-54.25,-63.42
96.24E6,-56.64,-64.38
100.0E6,-58.96,-65.34
103.9E6,-61.21,-66.32
108.0E6,-63.38,-67.31
112.2E6,-65.48,-68.31
116.6E6,-67.50,-69.32
121.2E6,-69.43,-70.34
125.9E6,-71.29,-71.37
130.8E6,-73.05,-72.41
135.9E6,-74.73,-73.44
141.3E6,-76.33,-74.49
146.8E6,-77.85,-75.53
152.5E6,-79.29,-76.58
158.5E6,-80.65,-77.63
164.7E6,-81.93,-78.67
171.1E6,-83.15,-79.72
177.8E6,-84.30,-80.76
184.8E6,-85.39,-81.80
192.0E6,-86.44,-82.84
199.5E6,-87.43,-83.87
207.3E6,-88.39,-84.89
215.4E6,-89.31,-85.91
223.9E6,-90.21,-86.92
232.6E6,-91.09,-87.93
241.7E6,-91.96,-88.92
251.2E6,-92.83,-89.91
261.0E6,-93.71,-90.90
271.2E6,-94.59,-91.88
281.8E6,-95.50,-92.85
292.9E6,-96.42,-93.81
304.3E6,-97.37,-94.77
316.2E6,-98.36,-95.72
328.6E6,-99.38,-96.67
341.5E6,-100.4,-97.62
354.8E6,-101.5,-98.56
368.7E6,-102.7,-99.49
383.1E6,-103.9,-100.4
398.1E6,-105.1,-101.4
413.7E6,-106.4,-102.3
429.9E6,-107.8,-103.2
446.7E6,-109.2,-104.1
464.2E6,-110.6,-105.1
482.3E6,-112.1,-106.0
501.2E6,-113.7,-106.9
520.8E6,-115.3,-107.8
541.2E6,-116.9,-108.8
562.3E6,-118.6,-109.7
584.3E6,-120.4,-110.6
607.2E6,-122.2,-111.5
631.0E6,-124.0,-112.5
655.6E6,-125.9,-113.4
681.3E6,-127.9,-114.3
707.9E6,-129.9,-115.2
735.6E6,-132.0,-116.1
764.4E6,-134.2,-117.1
794.3E6,-136.4,-118.0
825.4E6,-138.6,-118.9
857.7E6,-140.9,-119.9
891.3E6,-143.3,-120.8
926.1E6,-145.8,-121.7
962.4E6,-148.4,-122.7
1.000E9,-151.0,-123.6
