freq (Hz),Loop Gain Phase (deg),Loop Gain dB20 (dB)
177.8E3,84.99,8.323
184.8E3,85.13,7.984
192.0E3,85.26,7.646
199.5E3,85.39,7.308
207.3E3,85.51,6.971
215.4E3,85.63,6.634
223.9E3,85.74,6.297
232.6E3,85.84,5.960
241.7E3,85.94,5.624
251.2E3,86.03,5.288
261.0E3,86.11,4.952
271.2E3,86.19,4.616
281.8E3,86.27,4.281
292.9E3,86.34,3.945
304.3E3,86.40,3.610
316.2E3,86.46,3.275
328.6E3,86.51,2.940
341.5E3,86.56,2.605
354.8E3,86.60,2.270
368.7E3,86.64,1.936
383.1E3,86.67,1.601
398.1E3,86.70,1.267
413.7E3,86.73,932.3E-3
429.9E3,86.74,597.9E-3
446.7E3,86.76,263.6E-3
464.2E3,86.77,-70.65E-3
482.3E3,86.77,-404.8E-3
501.2E3,86.77,-739.0E-3
520.8E3,86.77,-1.073
541.2E3,86.76,-1.407
562.3E3,86.74,-1.741
584.3E3,86.72,-2.075
607.2E3,86.70,-2.409
631.0E3,86.67,-2.743
655.6E3,86.64,-3.077
681.3E3,86.60,-3.411
707.9E3,86.55,-3.745
735.6E3,86.50,-4.079
764.4E3,86.45,-4.413
794.3E3,86.39,-4.747
825.4E3,86.33,-5.081
857.7E3,86.26,-5.415
891.3E3,86.18,-5.749
926.1E3,86.10,-6.083
962.4E3,86.01,-6.417
1.000E6,85.92,-6.751
1.039E6,85.82,-7.085
1.080E6,85.72,-7.420
1.122E6,85.61,-7.754
1.166E6,85.49,-8.088
1.212E6,85.36,-8.422
1.259E6,85.23,-8.757
1.308E6,85.09,-9.091
1.359E6,84.95,-9.426
1.413E6,84.80,-9.760
1.468E6,84.64,-10.09
1.525E6,84.47,-10.43
1.585E6,84.29,-10.76
1.647E6,84.11,-11.10
1.711E6,83.91,-11.43
1.778E6,83.71,-11.77
1.848E6,83.50,-12.11
1.920E6,83.28,-12.44
1.995E6,83.05,-12.78
2.073E6,82.81,-13.11
2.154E6,82.56,-13.45
2.239E6,82.30,-13.79
2.326E6,82.02,-14.12
2.417E6,81.74,-14.46
2.512E6,81.44,-14.80
2.610E6,81.13,-15.13
2.712E6,80.81,-15.47
2.818E6,80.48,-15.81
2.929E6,80.13,-16.15
3.043E6,79.77,-16.49
3.162E6,79.39,-16.82
3.286E6,79.00,-17.16
3.415E6,78.59,-17.50
3.548E6,78.16,-17.85
3.687E6,77.72,-18.19
3.831E6,77.27,-18.53
3.981E6,76.79,-18.87
4.137E6,76.29,-19.21
4.299E6,75.78,-19.56
4.467E6,75.25,-19.90
4.642E6,74.69,-20.25
4.823E6,74.12,-20.60
5.012E6,73.52,-20.94
5.208E6,72.90,-21.29
5.412E6,72.26,-21.64
5.623E6,71.59,-21.99
5.843E6,70.90,-22.35
6.072E6,70.18,-22.70
6.310E6,69.44,-23.06
6.556E6,68.67,-23.41
6.813E6,67.88,-23.77
7.079E6,67.05,-24.13
7.356E6,66.20,-24.50
7.644E6,65.32,-24.86
7.943E6,64.40,-25.23
8.254E6,63.46,-25.60
8.577E6,62.48,-25.97
8.913E6,61.47,-26.35
9.261E6,60.43,-26.73
9.624E6,59.36,-27.11
10.00E6,58.25,-27.49
10.39E6,57.11,-27.88
10.80E6,55.93,-28.28
11.22E6,54.71,-28.67
11.66E6,53.46,-29.07
12.12E6,52.18,-29.48
12.59E6,50.86,-29.89
13.08E6,49.50,-30.30
13.59E6,48.10,-30.72
14.13E6,46.67,-31.15
14.68E6,45.21,-31.58
15.25E6,43.70,-32.02
15.85E6,42.17,-32.46
16.47E6,40.59,-32.91
17.11E6,38.98,-33.37
17.78E6,37.34,-33.83
18.48E6,35.66,-34.30
19.20E6,33.95,-34.78
19.95E6,32.21,-35.26
20.73E6,30.43,-35.75
21.54E6,28.62,-36.25
22.39E6,26.79,-36.76
23.26E6,24.92,-37.28
24.17E6,23.02,-37.80
25.12E6,21.09,-38.33
26.10E6,19.14,-38.87
27.12E6,17.16,-39.42
28.18E6,15.15,-39.98
29.29E6,13.11,-40.55
30.43E6,11.05,-41.12
31.62E6,8.964,-41.71
32.86E6,6.851,-42.30
34.15E6,4.712,-42.91
35.48E6,2.548,-43.52
36.87E6,358.5E-3,-44.14
38.31E6,-1.856,-44.77
39.81E6,-4.094,-45.42
41.37E6,-6.357,-46.07
42.99E6,-8.644,-46.74
44.67E6,-10.95,-47.41
46.42E6,-13.29,-48.10
48.23E6,-15.64,-48.80
50.12E6,-18.02,-49.51
52.08E6,-20.41,-50.23
54.12E6,-22.82,-50.96
56.23E6,-25.24,-51.71
58.43E6,-27.68,-52.48
60.72E6,-30.12,-53.25
63.10E6,-32.57,-54.05
65.56E6,-35.02,-54.85
68.13E6,-37.46,-55.67
70.79E6,-39.89,-56.51
73.56E6,-42.31,-57.36
76.44E6,-44.71,-58.23
79.43E6,-47.08,-59.11
82.54E6,-49.42,-60.01
85.77E6,-51.73,-60.92
89.13E6,-53.99,-61.85
92.61E6,-56.20,-62.79
96.24E6,-58.36,-63.74
100.0E6,-60.45,-64.70
103.9E6,-62.49,-65.68
108.0E6,-64.46,-66.67
112.2E6,-66.36,-67.67
116.6E6,-68.19,-68.67
121.2E6,-69.94,-69.69
125.9E6,-71.61,-70.71
130.8E6,-73.21,-71.74
135.9E6,-74.74,-72.77
141.3E6,-76.18,-73.81
146.8E6,-77.55,-74.84
152.5E6,-78.86,-75.88
158.5E6,-80.09,-76.92
164.7E6,-81.25,-77.96
171.1E6,-82.36,-79.00
177.8E6,-83.41,-80.04
184.8E6,-84.40,-81.07
192.0E6,-85.36,-82.10
199.5E6,-86.27,-83.12
207.3E6,-87.15,-84.14
215.4E6,-88.01,-85.16
223.9E6,-88.85,-86.17
232.6E6,-89.67,-87.17
241.7E6,-90.48,-88.17
251.2E6,-91.30,-89.16
261.0E6,-92.12,-90.15
271.2E6,-92.95,-91.14
281.8E6,-93.79,-92.12
292.9E6,-94.66,-93.09
304.3E6,-95.54,-94.06
316.2E6,-96.45,-95.03
328.6E6,-97.39,-96.00
341.5E6,-98.36,-96.96
354.8E6,-99.36,-97.92
368.7E6,-100.4,-98.88
383.1E6,-101.5,-99.83
398.1E6,-102.6,-100.8
413.7E6,-103.7,-101.7
429.9E6,-104.9,-102.7
446.7E6,-106.1,-103.7
464.2E6,-107.4,-104.6
482.3E6,-108.7,-105.6
501.2E6,-110.1,-106.5
520.8E6,-111.4,-107.5
541.2E6,-112.9,-108.4
562.3E6,-114.3,-109.4
584.3E6,-115.8,-110.3
607.2E6,-117.4,-111.3
631.0E6,-119.0,-112.2
655.6E6,-120.6,-113.2
681.3E6,-122.3,-114.2
707.9E6,-124.0,-115.1
735.6E6,-125.8,-116.1
764.4E6,-127.6,-117.1
794.3E6,-129.4,-118.0
825.4E6,-131.4,-119.0
857.7E6,-133.3,-120.0
891.3E6,-135.4,-121.0
926.1E6,-137.5,-122.0
962.4E6,-139.6,-123.0
1.000E9,-141.9,-124.0
