freq (Hz),Loop Gain Phase (deg),Loop Gain dB20 (dB)
76.44E3,80.31,16.00
79.43E3,80.61,15.64
82.54E3,80.91,15.29
85.77E3,81.20,14.93
89.13E3,81.48,14.57
92.61E3,81.75,14.22
96.24E3,82.02,13.87
100.0E3,82.27,13.52
103.9E3,82.52,13.17
108.0E3,82.76,12.82
112.2E3,83.00,12.48
116.6E3,83.22,12.13
121.2E3,83.44,11.78
125.9E3,83.65,11.44
130.8E3,83.85,11.10
135.9E3,84.04,10.75
141.3E3,84.23,10.41
146.8E3,84.41,10.07
152.5E3,84.58,9.729
158.5E3,84.74,9.388
164.7E3,84.90,9.048
171.1E3,85.05,8.709
177.8E3,85.20,8.370
184.8E3,85.33,8.031
192.0E3,85.47,7.693
199.5E3,85.59,7.355
207.3E3,85.71,7.017
215.4E3,85.83,6.680
223.9E3,85.93,6.343
232.6E3,86.04,6.006
241.7E3,86.13,5.670
251.2E3,86.22,5.333
261.0E3,86.31,4.997
271.2E3,86.39,4.661
281.8E3,86.47,4.326
292.9E3,86.54,3.990
304.3E3,86.60,3.655
316.2E3,86.66,3.320
328.6E3,86.72,2.985
341.5E3,86.77,2.650
354.8E3,86.82,2.315
368.7E3,86.86,1.980
383.1E3,86.90,1.645
398.1E3,86.93,1.311
413.7E3,86.96,976.3E-3
429.9E3,86.98,641.9E-3
446.7E3,87.00,307.6E-3
464.2E3,87.02,-26.71E-3
482.3E3,87.03,-360.9E-3
501.2E3,87.04,-695.1E-3
520.8E3,87.04,-1.029
541.2E3,87.04,-1.363
562.3E3,87.03,-1.697
584.3E3,87.02,-2.031
607.2E3,87.00,-2.365
631.0E3,86.98,-2.699
655.6E3,86.96,-3.033
681.3E3,86.93,-3.367
707.9E3,86.90,-3.701
735.6E3,86.86,-4.035
764.4E3,86.82,-4.369
794.3E3,86.77,-4.703
825.4E3,86.72,-5.037
857.7E3,86.66,-5.371
891.3E3,86.60,-5.705
926.1E3,86.54,-6.039
962.4E3,86.47,-6.372
1.000E6,86.39,-6.706
1.039E6,86.31,-7.040
1.080E6,86.22,-7.374
1.122E6,86.13,-7.708
1.166E6,86.03,-8.043
1.212E6,85.92,-8.377
1.259E6,85.81,-8.711
1.308E6,85.70,-9.045
1.359E6,85.57,-9.379
1.413E6,85.45,-9.713
1.468E6,85.31,-10.05
1.525E6,85.17,-10.38
1.585E6,85.02,-10.72
1.647E6,84.86,-11.05
1.711E6,84.69,-11.39
1.778E6,84.52,-11.72
1.848E6,84.34,-12.06
1.920E6,84.15,-12.39
1.995E6,83.96,-12.73
2.073E6,83.75,-13.06
2.154E6,83.53,-13.40
2.239E6,83.31,-13.73
2.326E6,83.07,-14.07
2.417E6,82.83,-14.40
2.512E6,82.57,-14.74
2.610E6,82.31,-15.08
2.712E6,82.03,-15.41
2.818E6,81.74,-15.75
2.929E6,81.44,-16.09
3.043E6,81.13,-16.42
3.162E6,80.80,-16.76
3.286E6,80.47,-17.10
3.415E6,80.11,-17.44
3.548E6,79.75,-17.78
3.687E6,79.36,-18.12
3.831E6,78.97,-18.46
3.981E6,78.56,-18.80
4.137E6,78.13,-19.14
4.299E6,77.68,-19.48
4.467E6,77.22,-19.82
4.642E6,76.74,-20.16
4.823E6,76.24,-20.50
5.012E6,75.72,-20.85
5.208E6,75.18,-21.19
5.412E6,74.62,-21.54
5.623E6,74.04,-21.89
5.843E6,73.44,-22.23
6.072E6,72.81,-22.58
6.310E6,72.16,-22.93
6.556E6,71.49,-23.28
6.813E6,70.79,-23.64
7.079E6,70.07,-23.99
7.356E6,69.32,-24.35
7.644E6,68.54,-24.70
7.943E6,67.74,-25.06
8.254E6,66.91,-25.43
8.577E6,66.05,-25.79
8.913E6,65.16,-26.15
9.261E6,64.23,-26.52
9.624E6,63.28,-26.89
10.00E6,62.29,-27.27
10.39E6,61.28,-27.64
10.80E6,60.23,-28.02
11.22E6,59.14,-28.40
11.66E6,58.02,-28.79
12.12E6,56.87,-29.18
12.59E6,55.68,-29.57
13.08E6,54.45,-29.97
13.59E6,53.19,-30.37
14.13E6,51.90,-30.78
14.68E6,50.56,-31.19
15.25E6,49.20,-31.61
15.85E6,47.79,-32.03
16.47E6,46.35,-32.46
17.11E6,44.88,-32.89
17.78E6,43.37,-33.33
18.48E6,41.82,-33.78
19.20E6,40.24,-34.23
19.95E6,38.63,-34.69
20.73E6,36.98,-35.15
21.54E6,35.30,-35.63
22.39E6,33.58,-36.11
23.26E6,31.84,-36.59
24.17E6,30.07,-37.09
25.12E6,28.26,-37.59
26.10E6,26.43,-38.10
27.12E6,24.57,-38.62
28.18E6,22.68,-39.15
29.29E6,20.76,-39.68
30.43E6,18.82,-40.22
31.62E6,16.85,-40.78
32.86E6,14.85,-41.34
34.15E6,12.83,-41.90
35.48E6,10.78,-42.48
36.87E6,8.709,-43.07
38.31E6,6.609,-43.66
39.81E6,4.482,-44.26
41.37E6,2.330,-44.88
42.99E6,151.1E-3,-45.50
44.67E6,-2.054,-46.13
46.42E6,-4.286,-46.77
48.23E6,-6.545,-47.42
50.12E6,-8.829,-48.09
52.08E6,-11.14,-48.76
54.12E6,-13.47,-49.45
56.23E6,-15.83,-50.14
58.43E6,-18.21,-50.85
60.72E6,-20.62,-51.57
63.10E6,-23.03,-52.31
65.56E6,-25.47,-53.06
68.13E6,-27.92,-53.82
70.79E6,-30.37,-54.60
73.56E6,-32.83,-55.39
76.44E6,-35.28,-56.20
79.43E6,-37.73,-57.02
82.54E6,-40.17,-57.86
85.77E6,-42.59,-58.71
89.13E6,-44.99,-59.58
92.61E6,-47.36,-60.46
96.24E6,-49.69,-61.36
100.0E6,-51.99,-62.27
103.9E6,-54.24,-63.20
108.0E6,-56.43,-64.14
112.2E6,-58.58,-65.09
116.6E6,-60.66,-66.05
121.2E6,-62.69,-67.02
125.9E6,-64.64,-68.01
130.8E6,-66.53,-69.00
135.9E6,-68.35,-70.00
141.3E6,-70.10,-71.01
146.8E6,-71.78,-72.02
152.5E6,-73.39,-73.04
158.5E6,-74.93,-74.07
164.7E6,-76.39,-75.10
171.1E6,-77.79,-76.13
177.8E6,-79.12,-77.16
184.8E6,-80.39,-78.19
192.0E6,-81.60,-79.22
199.5E6,-82.75,-80.25
207.3E6,-83.85,-81.28
215.4E6,-84.90,-82.30
223.9E6,-85.91,-83.32
232.6E6,-86.89,-84.34
241.7E6,-87.83,-85.35
251.2E6,-88.75,-86.36
261.0E6,-89.66,-87.36
271.2E6,-90.55,-88.36
281.8E6,-91.43,-89.35
292.9E6,-92.32,-90.34
304.3E6,-93.21,-91.32
316.2E6,-94.11,-92.29
328.6E6,-95.03,-93.26
341.5E6,-95.98,-94.23
354.8E6,-96.95,-95.19
368.7E6,-97.95,-96.15
383.1E6,-98.98,-97.10
398.1E6,-100.0,-98.05
413.7E6,-101.2,-99.00
429.9E6,-102.3,-99.94
446.7E6,-103.5,-100.9
464.2E6,-104.7,-101.8
482.3E6,-106.0,-102.8
501.2E6,-107.3,-103.7
520.8E6,-108.7,-104.6
541.2E6,-110.1,-105.6
562.3E6,-111.6,-106.5
584.3E6,-113.1,-107.5
607.2E6,-114.6,-108.4
631.0E6,-116.2,-109.3
655.6E6,-117.9,-110.3
681.3E6,-119.6,-111.2
707.9E6,-121.3,-112.2
735.6E6,-123.2,-113.1
764.4E6,-125.0,-114.0
794.3E6,-126.9,-115.0
825.4E6,-128.9,-115.9
857.7E6,-130.9,-116.9
891.3E6,-133.0,-117.8
926.1E6,-135.1,-118.8
962.4E6,-137.3,-119.7
1.000E9,-139.6,-120.7
